 @# k   band (eV)
   0.481  -5.496  -4.907  -2.165  -0.693   0.406   7.593   9.194  11.838  13.818
   0.482  -5.498  -4.908  -2.161  -0.692   0.403   7.590   9.192  11.839  13.822
   0.483  -5.499  -4.908  -2.157  -0.691   0.401   7.588   9.191  11.840  13.824
   0.484  -5.501  -4.909  -2.155  -0.691   0.400   7.586   9.190  11.840  13.827
   0.485  -5.502  -4.909  -2.152  -0.690   0.398   7.584   9.189  11.841  13.829
   0.486  -5.502  -4.910  -2.151  -0.690   0.397   7.583   9.188  11.841  13.830
   0.487  -5.503  -4.910  -2.150  -0.690   0.397   7.582   9.188  11.842  13.831
   0.488  -5.503  -4.910  -2.149  -0.690   0.397   7.582   9.188  11.842  13.831
   0.489  -5.503  -4.910  -2.149  -0.690   0.397   7.582   9.188  11.842  13.831
   0.490  -5.502  -4.910  -2.150  -0.690   0.397   7.582   9.188  11.842  13.830
   0.491  -5.502  -4.909  -2.152  -0.690   0.398   7.583   9.189  11.842  13.829
   0.492  -5.501  -4.909  -2.154  -0.691   0.399   7.584   9.190  11.842  13.828
   0.494  -5.459  -4.845  -2.250  -0.737   0.365   7.756   8.979  11.867  13.874
   0.497  -5.416  -4.781  -2.345  -0.784   0.330   7.929   8.767  11.895  13.922
   0.500  -5.372  -4.719  -2.438  -0.831   0.294   8.101   8.557  11.925  13.971
   0.503  -5.328  -4.658  -2.529  -0.878   0.258   8.246   8.375  11.959  14.023
   0.505  -5.283  -4.598  -2.620  -0.926   0.220   8.109   8.475  11.996  14.077
   0.508  -5.238  -4.539  -2.708  -0.973   0.182   7.899   8.651  12.035  14.132
   0.511  -5.192  -4.483  -2.795  -1.020   0.143   7.687   8.831  12.079  14.190
   0.514  -5.146  -4.429  -2.881  -1.068   0.104   7.473   9.013  12.125  14.249
